"event","experiment time","system time","system time text"
"START",0.000000000E0,1636277998.343,"2021-11-07 10:39:58.343 UTC+01:00"
"PAUSE",1.136999885E2,1636278112.043,"2021-11-07 10:41:52.043 UTC+01:00"
