"event","experiment time","system time","system time text"
"START",0.000000000E0,1636488022.481,"2021-11-09 21:00:22.481 UTC+01:00"
"PAUSE",3.005218905E1,1636488052.533,"2021-11-09 21:00:52.533 UTC+01:00"
