"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.640658335E-2,-2.459123917E-2,-2.845488302E-2,2.413291037E-1
3.644758335E-2,2.630602941E-2,3.608309850E-2,2.789973617E-1
4.645658334E-2,2.440313436E-2,9.530262649E-2,2.946984768E-1
5.646658334E-2,-7.127359975E-3,1.443426013E-1,3.163798153E-1
6.647658334E-2,-3.961141780E-2,1.781919301E-1,3.612731993E-1
7.651658336E-2,-4.803286493E-2,2.098467946E-1,4.299659729E-1
8.652658336E-2,-2.680275030E-2,2.416509539E-1,4.994235337E-1
9.653658335E-2,-3.390368773E-3,3.143299818E-1,5.521884561E-1
1.065465834E-1,-6.473497488E-3,4.135348201E-1,5.999255180E-1
1.165865833E-1,-2.480430156E-2,5.306899548E-1,6.600077748E-1
1.265965833E-1,-5.675153434E-2,6.315176487E-1,7.669096589E-1
1.366055833E-1,-7.619580626E-2,7.146748900E-1,8.942897320E-1
1.466155833E-1,-7.812972367E-2,7.665847540E-1,1.046281934E0
1.566555834E-1,-5.767798051E-2,8.247007728E-1,1.208117962E0
1.666655834E-1,-3.805181384E-2,9.373010993E-1,1.353648782E0
1.766755834E-1,-3.103944659E-2,1.147305489E0,1.502909660E0
1.866855834E-1,-4.435738921E-2,1.444711328E0,1.694871664E0
1.967255833E-1,-2.726841718E-2,1.737032890E0,1.867149949E0
2.067355833E-1,3.672572598E-2,1.852272987E0,2.000594616E0
2.167455833E-1,2.365648001E-1,1.805609107E0,2.230996370E0
2.267545834E-1,4.647486210E-1,1.866192937E0,2.498171329E0
2.367955833E-1,6.879358888E-1,1.936387777E0,2.733394146E0
2.468045834E-1,9.041916728E-1,2.065235376E0,2.936488390E0
2.568145834E-1,1.121979594E0,2.180810452E0,3.074892759E0
2.668245833E-1,1.349055529E0,2.094076157E0,2.977736473E0
2.768645833E-1,1.629563332E0,2.302968264E0,2.772452116E0
2.868745833E-1,1.967205286E0,2.411477327E0,2.599849463E0
2.968845833E-1,2.366699934E0,2.630055666E0,2.448560953E0
3.069245833E-1,2.670503855E0,3.223140240E0,2.318329096E0
3.169345834E-1,2.315588951E0,4.474493504E0,2.154881477E0
3.269445834E-1,9.232676029E-1,4.167676449E0,1.682089686E0
3.369535833E-1,-4.555025995E-1,2.950700521E0,1.231087804E0
3.469945833E-1,-1.280151725E0,2.195100784E0,8.150519729E-1
3.570035833E-1,-1.297142744E0,2.257453203E0,4.929445088E-1
3.670135833E-1,-1.015472770E0,1.970560670E0,1.858270764E-1
3.770235833E-1,-7.680695057E-1,1.661790371E0,6.602664292E-2
3.870635834E-1,-4.849364161E-1,1.194504380E0,1.394204199E-1
3.970735834E-1,-2.007121593E-1,4.448699653E-1,3.453365862E-1
4.070835834E-1,-1.672920212E-2,-1.962856948E-2,5.254911780E-1
4.170925833E-1,-6.294915825E-2,-2.581945360E-1,5.801847577E-1
4.271335833E-1,-1.658802778E-1,-1.851337850E-1,4.225459695E-1
4.371425833E-1,-3.599091172E-1,-2.297249585E-1,8.189072013E-1
4.471525833E-1,-7.640052438E-1,-4.697206914E-1,1.751469016E0
4.571625833E-1,-1.018393874E0,-6.411355734E-1,2.405846357E0
4.672025834E-1,-9.028699398E-1,-1.415542006E0,2.631344318E0
4.772125834E-1,-7.846525311E-1,-1.894951224E0,2.849390268E0
4.872225834E-1,-8.208276629E-1,-1.912782431E0,3.170731306E0
4.972325834E-1,-7.379029393E-1,-1.449530959E0,3.379955769E0
5.072725833E-1,-5.606314540E-1,-1.022071123E0,3.455785275E0
5.172825833E-1,-4.193172157E-1,-8.352342844E-1,3.381668568E0
5.272915833E-1,-4.211287498E-1,-6.802878380E-1,3.250547409E0
5.373325833E-1,-4.320066869E-1,-2.891711593E-1,3.111449480E0
5.473415834E-1,-4.210404456E-1,4.866929650E-1,3.025846720E0
5.573515834E-1,-4.293082356E-1,8.613371253E-1,2.859389305E0
5.673615834E-1,-6.469790936E-1,1.002360106E0,2.596227407E0
5.774015833E-1,-1.050634623E0,1.226361752E0,2.319461823E0
5.874115833E-1,-1.623896122E0,1.326079249E0,2.133051872E0
5.974303333E-1,-2.201197624E0,9.153020978E-1,1.884233117E0
6.074403333E-1,-2.620518684E0,7.060822248E-1,1.660870194E0
6.174803333E-1,-3.097674370E0,3.478721678E-1,1.731363177E0
6.274903333E-1,-3.200969696E0,-1.821902394E-2,1.884640098E0
6.374993334E-1,-3.081518650E0,-2.970168293E-1,2.071855545E0
6.475093334E-1,-2.745880604E0,-4.748340249E-1,2.125852108E0
6.575493334E-1,-2.324131727E0,-5.688058138E-1,2.117133617E0
6.675593333E-1,-1.863860607E0,-5.713851452E-1,2.117558241E0
