"event","experiment time","system time","system time text"
"START",0.000000000E0,1636470685.434,"2021-11-09 16:11:25.434 UTC+01:00"
"PAUSE",4.232464687E1,1636470727.758,"2021-11-09 16:12:07.758 UTC+01:00"
