"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571804.058,"2021-11-10 20:16:44.058 UTC+01:00"
"PAUSE",4.502003208E1,1636571849.078,"2021-11-10 20:17:29.078 UTC+01:00"
