"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.261458314E-3,-4.725972290E0,4.013154602E0,8.234376526E0
1.228045829E-2,-4.568200378E0,4.161047058E0,8.160430298E0
2.229945833E-2,-4.315974884E0,4.276906128E0,7.951913910E0
3.231845831E-2,-4.042044525E0,4.251608734E0,7.647447052E0
4.233645828E-2,-3.812571716E0,4.207899628E0,7.436236267E0
5.235545832E-2,-3.701352997E0,4.253854065E0,7.225773926E0
6.237445830E-2,-3.747008057E0,4.362977142E0,7.103328552E0
7.239345834E-2,-3.833378448E0,4.440665588E0,7.073241119E0
8.241245832E-2,-3.846101990E0,4.431534576E0,7.130871277E0
9.243145830E-2,-3.747457123E0,4.359234924E0,7.262447662E0
1.024494583E-1,-3.637884979E0,4.217629395E0,7.417525177E0
1.124684583E-1,-3.564687195E0,4.065845032E0,7.538473663E0
1.224874583E-1,-3.546724548E0,3.972289581E0,7.630382538E0
1.325064583E-1,-3.629951477E0,3.975133667E0,7.722590790E0
1.425254583E-1,-3.771257629E0,4.059857483E0,7.747738495E0
1.525434583E-1,-3.707939301E0,4.051774292E0,7.713609467E0
1.625624583E-1,-3.597169647E0,3.941004639E0,7.721093903E0
1.725814583E-1,-3.505709839E0,3.887865143E0,7.785160675E0
1.826004583E-1,-3.341800690E0,3.846850433E0,7.924371185E0
1.926194583E-1,-3.056493988E0,3.750301208E0,8.087980957E0
2.026384583E-1,-2.900218964E0,3.695365448E0,8.286767578E0
2.126564583E-1,-2.999911652E0,3.790717163E0,8.465645599E0
2.226754583E-1,-3.221750336E0,4.004173279E0,8.330776062E0
2.326944583E-1,-3.467539215E0,3.839515686E0,8.821006622E0
2.427134583E-1,-3.418591003E0,3.632047119E0,8.837023315E0
2.527324583E-1,-3.228935394E0,3.567381592E0,8.740773468E0
2.627514583E-1,-3.120411072E0,3.536695404E0,8.850794678E0
2.727694583E-1,-3.001707916E0,3.428620148E0,8.962163086E0
2.827884583E-1,-2.808609467E0,3.304977264E0,9.037306824E0
2.928074583E-1,-2.595901794E0,3.219654694E0,9.124275970E0
3.028264583E-1,-2.402054901E0,3.152145081E0,9.167386322E0
3.128454583E-1,-2.235601044E0,3.044518890E0,9.183702393E0
3.228644583E-1,-2.064057770E0,2.923570404E0,9.113348694E0
3.328824583E-1,-2.031126251E0,2.887794800E0,9.054221649E0
3.429014583E-1,-2.173929291E0,2.887495422E0,9.015152893E0
3.529204583E-1,-2.393522644E0,2.864892426E0,9.027127991E0
3.629394583E-1,-2.584824829E0,2.818189545E0,9.062753906E0
3.729584583E-1,-2.672093353E0,2.776576080E0,9.088949432E0
3.829774583E-1,-2.636467438E0,2.733016663E0,9.123976593E0
3.929954583E-1,-2.543959808E0,2.673440552E0,9.164691925E0
4.030144583E-1,-2.453697510E0,2.634371796E0,9.197623444E0
4.130334583E-1,-2.350262604E0,2.633773041E0,9.207053833E0
4.230524583E-1,-2.246378632E0,2.664608917E0,9.142837372E0
4.330714583E-1,-2.242786102E0,2.701282654E0,8.998836823E0
4.430904583E-1,-2.359393616E0,2.753823395E0,8.860225067E0
4.531084583E-1,-2.435585175E0,2.763553162E0,8.731193390E0
4.631274583E-1,-2.446662140E0,2.753673706E0,8.652157745E0
4.731464583E-1,-2.483934631E0,2.784060516E0,8.593030701E0
4.831654583E-1,-2.512375488E0,2.842139740E0,8.561596069E0
4.931844583E-1,-2.526146851E0,2.877316589E0,8.537346497E0
5.032034583E-1,-2.482138367E0,2.905158691E0,8.542585602E0
5.132214583E-1,-2.375410309E0,2.938838654E0,8.571475525E0
5.232404583E-1,-2.278112640E0,3.022963715E0,8.516689453E0
5.332594583E-1,-2.425556030E0,2.992726593E0,8.391998749E0
5.432784583E-1,-2.411335602E0,3.106190643E0,8.316855011E0
5.532974583E-1,-2.188898163E0,3.256029053E0,8.611741791E0
5.633154583E-1,-2.338287506E0,2.881807251E0,8.500672760E0
5.733344583E-1,-2.617456970E0,2.199825439E0,7.713160400E0
5.833534583E-1,-1.967807922E0,2.513722687E0,9.343869324E0
5.933724583E-1,-1.416354675E0,2.556982727E0,8.938961334E0
6.033914583E-1,-7.863148499E-1,2.343676300E0,8.657247162E0
6.134104583E-1,-2.222278748E0,1.485061798E0,8.944799194E0
6.234284583E-1,-1.699266357E0,1.267863464E0,9.151968384E0
6.334474583E-1,-1.361867981E0,1.430275726E0,9.106912079E0
6.434664583E-1,-1.584604797E0,1.392404480E0,8.947493591E0
6.534854583E-1,-1.477128296E0,1.158291321E0,9.007069702E0
6.635044583E-1,-1.297501831E0,1.075513458E0,9.238039398E0
6.735234583E-1,-1.297651520E0,1.166823578E0,9.448202362E0
6.835414583E-1,-1.380130005E0,1.173260193E0,9.683812408E0
6.935604583E-1,-1.384920044E0,1.069226532E0,9.921518097E0
7.035794583E-1,-1.378782806E0,9.595046997E-1,1.009874954E1
7.135984583E-1,-1.401086426E0,9.725276184E-1,1.032852173E1
7.236174583E-1,-1.041983185E0,9.773176575E-1,1.059002792E1
7.336364583E-1,-1.223705292E0,1.277742920E0,9.336384888E0
7.436544583E-1,-1.198856964E0,1.801503754E0,8.973389740E0
7.536734583E-1,5.089416504E-3,1.504970398E0,1.141166931E1
7.636924583E-1,1.351689148E-1,1.339264984E0,1.128323639E1
7.737114583E-1,1.594184875E-1,1.527872772E0,1.026415558E1
7.837304583E-1,2.851570129E-1,1.581611023E0,1.041833496E1
7.937494583E-1,3.168910217E-1,1.540746002E0,1.072190369E1
8.037674583E-1,2.924917603E-1,1.442849579E0,1.076920532E1
8.137864583E-1,2.186952209E-1,1.278940430E0,1.069570816E1
8.238054583E-1,2.903961182E-1,1.075513458E0,1.072908875E1
8.338244583E-1,6.143225098E-1,9.756710815E-1,1.052057236E1
8.438434583E-1,7.559280396E-1,9.886940002E-1,1.005743546E1
8.538614583E-1,8.177494812E-1,9.668394470E-1,9.700876923E0
8.638804583E-1,9.069639587E-1,2.362088013E-1,9.641749878E0
8.738994583E-1,7.635621643E-1,-4.070036316E-1,9.588460693E0
8.839184583E-1,1.753303986E0,-4.900808716E-1,9.508826294E0
8.939374583E-1,1.864223328E0,-1.018631744E0,9.771080933E0
9.039564583E-1,1.080453186E0,-1.641486511E0,1.069750443E1
9.139744583E-1,5.751040649E-1,-1.373543701E0,1.064271835E1
9.239934583E-1,5.177732849E-1,-5.072950745E-1,9.566306763E0
9.340124583E-1,9.148974609E-1,-2.432441711E-1,8.996890869E0
9.440314583E-1,1.118474121E0,-7.575746155E-1,9.047335968E0
9.540504583E-1,7.535330200E-1,-1.707499237E0,9.085656281E0
9.640694583E-1,-2.772235107E-1,-2.623594208E0,8.865613861E0
9.740874583E-1,-1.523232422E0,-2.992576904E0,8.330326996E0
9.841064583E-1,-2.420765991E0,-2.628234558E0,7.705226898E0
9.941254583E-1,-2.855012970E0,-1.860181732E0,7.452252960E0
1.004144458E0,-2.838846588E0,-1.211131439E0,7.812553711E0
1.014163458E0,-2.376009064E0,-8.702902222E-1,8.472082214E0
1.024182458E0,-1.601669312E0,-7.580236816E-1,8.771759033E0
1.034200458E0,-7.635621643E-1,-8.415499878E-1,8.819509735E0
1.044219458E0,-1.011895752E-1,-8.660989380E-1,8.565487976E0
1.054238458E0,-2.433938599E-1,-8.113128662E-1,8.593629456E0
1.064257458E0,-6.752458191E-1,-8.827143860E-1,7.921527100E0
1.074276458E0,-1.549128571E0,-8.930429077E-1,7.217391357E0
1.084295458E0,-1.671873322E0,-1.163530426E0,7.476652222E0
1.094313458E0,-1.277892609E0,-8.279283142E-1,8.008945312E0
1.104332458E0,5.004093933E-1,1.456920319E0,9.245972900E0
1.114351458E0,1.254690857E0,3.693419495E0,1.142603943E1
1.124370458E0,-2.778971100E0,1.286724243E0,1.469509140E1
1.134389458E0,-3.670666809E0,-5.745053101E-1,1.429781754E1
1.144408458E0,-4.128414917E-1,1.077908478E0,8.614436188E0
1.154426458E0,-3.586541748E-1,1.883533173E0,7.877368927E0
1.164445458E0,-1.754202118E0,7.075785828E-1,1.063882645E1
1.174464458E0,-1.875599670E0,6.147715759E-1,1.092682755E1
