"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.513458301E-3,-3.277312219E-2,-4.144388810E-2,5.014368296E-1
1.353245828E-2,-1.789322346E-1,-4.351813719E-2,4.392448366E-1
2.355145832E-2,-2.511584759E-1,-4.103527218E-2,3.576043248E-1
3.357045830E-2,-3.042105734E-1,-7.213246077E-2,2.877348959E-1
4.358845833E-2,-3.370848894E-1,-1.419989020E-1,2.458718717E-1
5.360745831E-2,-3.739206493E-1,-2.558307648E-1,2.306243628E-1
6.362645829E-2,-4.017858207E-1,-3.734223843E-1,2.205895782E-1
7.364545832E-2,-4.300970435E-1,-4.710404575E-1,1.988970339E-1
8.366445830E-2,-4.491290450E-1,-5.279660821E-1,1.564577073E-1
9.368345828E-2,-4.785977006E-1,-5.371451378E-1,8.943481743E-2
1.037014583E-1,-5.095971823E-1,-5.262402892E-1,1.770017482E-2
1.137204583E-1,-5.460746884E-1,-4.803842008E-1,-5.100373551E-2
1.237394583E-1,-5.774137378E-1,-4.359946251E-1,-1.053181067E-1
1.337584583E-1,-5.893657804E-1,-4.051530659E-1,-1.574447900E-1
1.437774583E-1,-5.719977021E-1,-4.343698323E-1,-1.969019175E-1
1.537954583E-1,-5.406799912E-1,-5.055475831E-1,-2.254259735E-1
1.638144583E-1,-5.093963742E-1,-5.905066729E-1,-2.563316822E-1
1.738334583E-1,-4.949621558E-1,-6.720963120E-1,-2.810404003E-1
1.838524583E-1,-5.131528974E-1,-7.445984483E-1,-2.984662652E-1
1.938714583E-1,-5.596531630E-1,-7.892504334E-1,-3.179649413E-1
2.038904583E-1,-6.258828044E-1,-7.917186022E-1,-3.381384015E-1
2.139084583E-1,-6.347622871E-1,-7.123560309E-1,-3.497976065E-1
2.239274583E-1,-6.083858013E-1,-7.156578302E-1,-3.903426528E-1
2.339464583E-1,-5.806792378E-1,-7.556903362E-1,-4.395706356E-1
2.439654583E-1,-5.438479781E-1,-7.594222426E-1,-4.659591019E-1
2.539844583E-1,-5.129626393E-1,-7.512079477E-1,-4.573180974E-1
2.640034583E-1,-4.809652567E-1,-7.431744933E-1,-4.344284832E-1
2.740214583E-1,-4.494062662E-1,-7.222337723E-1,-4.050536752E-1
2.840404583E-1,-4.176600277E-1,-6.784684658E-1,-3.720501959E-1
2.940594583E-1,-3.929893076E-1,-6.261733174E-1,-3.383788764E-1
3.040784583E-1,-3.706187606E-1,-5.839545131E-1,-3.088103235E-1
3.140974583E-1,-3.437798023E-1,-5.573379397E-1,-2.594506145E-1
3.241164583E-1,-3.099989593E-1,-5.235224366E-1,-1.855670810E-1
3.341344583E-1,-2.621147037E-1,-4.596874714E-1,-1.075788215E-1
3.441534583E-1,-2.133343816E-1,-3.733690977E-1,-4.903401807E-2
3.541724583E-1,-1.729245633E-1,-2.781599164E-1,-2.387621813E-2
3.641914583E-1,-1.521684229E-1,-1.907789409E-1,-9.986768477E-3
3.742104583E-1,-1.543379426E-1,-1.205634028E-1,-3.272609320E-3
3.842294583E-1,-1.682297885E-1,-7.029118389E-2,-2.276853425E-3
3.942474583E-1,-1.911855340E-1,-2.809780464E-2,5.676599685E-3
4.042664583E-1,-2.099868953E-1,5.449502729E-3,1.864992455E-2
4.142854583E-1,-2.109142244E-1,3.348081186E-2,5.501876026E-2
4.243044583E-1,-1.846341491E-1,4.640433192E-2,9.669057280E-2
4.343234583E-1,-1.348105967E-1,5.440863594E-2,1.329697967E-1
4.443424583E-1,-7.524047047E-2,2.782602608E-2,1.485306472E-1
4.543604583E-1,-2.798508480E-2,-2.168781310E-2,1.503412724E-1
4.643794583E-1,-6.545838900E-3,-9.577854723E-2,1.318272501E-1
4.743984583E-1,-1.295624115E-2,-1.814221144E-1,1.010018140E-1
4.844174583E-1,-4.155086726E-2,-2.575706840E-1,5.581409112E-2
4.944364583E-1,-1.069354787E-1,-3.113655150E-1,-1.201510988E-2
5.044554583E-1,-2.231062949E-1,-3.539886177E-1,-9.880859405E-2
5.144734583E-1,-4.074458480E-1,-4.347273111E-1,-1.972334683E-1
5.244924583E-1,-6.275236011E-1,-5.148879290E-1,-2.796297967E-1
5.345114583E-1,-8.230611682E-1,-5.370453596E-1,-2.661024928E-1
5.445304583E-1,-1.030511498E0,-6.792368293E-1,-2.143620551E-1
5.545494583E-1,-1.190361142E0,-8.746896386E-1,-1.987478286E-1
5.645674583E-1,-1.322332859E0,-7.891491652E-1,-2.436913252E-1
5.745864583E-1,-1.525626898E0,-9.405012727E-1,-2.320335060E-1
5.846054583E-1,-1.660918117E0,-1.201828241E0,-1.961362213E-1
5.946244583E-1,-1.726521969E0,-1.211488843E0,-1.333632469E-1
6.046434583E-1,-1.720880866E0,-1.147956014E0,-2.812003493E-1
6.146624583E-1,-1.619539261E0,-1.206432104E0,-4.963990450E-1
6.246804583E-1,-1.443680644E0,-1.202707171E0,-6.955805421E-1
6.346994583E-1,-1.212855101E0,-1.090525389E0,-9.016842842E-1
6.447184583E-1,-9.748843312E-1,-9.791854620E-1,-1.045602322E0
6.547374583E-1,-7.545643449E-1,-9.573015571E-1,-1.080681562E0
6.647564583E-1,-5.587738156E-1,-1.006509542E0,-1.013574958E0
6.747754583E-1,-3.950943649E-1,-1.074951887E0,-8.793896437E-1
6.847934583E-1,-2.825989723E-1,-1.194350719E0,-7.261492610E-1
6.948124583E-1,-1.930105537E-1,-1.391720533E0,-5.832601786E-1
7.048314583E-1,-1.223741993E-1,-1.628482699E0,-4.742439389E-1
7.148504583E-1,-1.631016880E-1,-1.734507084E0,-3.632902801E-1
