"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636373018224000E9,"2021-11-08 13:03:38.224 UTC+01:00"
"PAUSE",6.706790662498679E1,1.636373085292000E9,"2021-11-08 13:04:45.292 UTC+01:00"
