"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.631124993E-2,-2.797719538E-1,7.936851382E-1,-2.669767439E-1
2.630525001E-2,-1.909471005E-1,9.422944784E-1,-1.430228055E-1
3.629924997E-2,-1.302129179E-1,8.636348248E-1,1.782386377E-2
4.629324994E-2,-1.257398576E-1,7.453909516E-1,1.516842693E-1
5.628725002E-2,-1.247611344E-1,6.804001927E-1,2.466504723E-1
6.628124998E-2,-9.476668388E-2,6.720301509E-1,3.019433916E-1
7.627424994E-2,-8.475905657E-2,6.543299556E-1,3.043964207E-1
8.626825002E-2,-1.449425817E-1,6.102200747E-1,2.753995657E-1
9.626224998E-2,-2.599067390E-1,6.347094178E-1,2.471940219E-1
1.062562499E-1,-3.827234805E-1,6.920849085E-1,2.452908456E-1
1.162502499E-1,-4.833627343E-1,6.696085930E-1,2.258998305E-1
1.262442500E-1,-5.081205368E-1,6.602167487E-1,1.846213639E-1
1.362382500E-1,-4.983858764E-1,6.242470145E-1,1.544429511E-1
1.462312499E-1,-4.814049304E-1,4.942286313E-1,1.416627020E-1
1.562252500E-1,-4.172706902E-1,3.802978098E-1,1.365174651E-1
1.662192499E-1,-3.151920736E-1,2.691700459E-1,1.120928973E-1
1.762132499E-1,-2.258438319E-1,2.081304193E-1,4.475007951E-2
1.862072500E-1,-1.750707477E-1,2.778227627E-1,-4.034503922E-2
1.962012500E-1,-1.995521188E-1,4.490477741E-1,-1.072457731E-1
2.061952499E-1,-2.497558892E-1,6.215407252E-1,-1.324778944E-1
2.161882500E-1,-2.690907121E-1,6.863746047E-1,-1.331732571E-1
2.261822500E-1,-2.595875859E-1,6.782054305E-1,-1.280915737E-1
2.361762499E-1,-2.210977226E-1,6.427600980E-1,-7.201339304E-2
2.461702500E-1,-1.475719959E-1,6.012298465E-1,4.892415553E-2
2.561642500E-1,-8.443538100E-2,6.377643943E-1,1.999288648E-1
2.661582499E-1,-9.181287140E-2,7.810389400E-1,3.226891458E-1
2.761522500E-1,-1.475541592E-1,9.221928716E-1,3.844358623E-1
2.861452500E-1,-2.173617482E-1,1.028372407E0,4.065818489E-1
2.961392499E-1,-2.901187837E-1,1.094505906E0,4.193154871E-1
3.061332500E-1,-3.376845121E-1,1.059978604E0,4.227859974E-1
3.161272500E-1,-3.022761941E-1,8.657763600E-1,4.130502641E-1
3.261212499E-1,-2.492135167E-1,7.659848332E-1,4.199273288E-1
3.361152500E-1,-2.097971290E-1,8.059511185E-1,3.921569586E-1
3.461092500E-1,-1.907147765E-1,7.547968030E-1,4.660719633E-1
3.561022499E-1,-1.463803351E-1,6.244001985E-1,5.454837084E-1
3.660962500E-1,-1.898330897E-1,6.093372107E-1,6.169195771E-1
3.760902500E-1,-3.193783164E-1,6.368471384E-1,6.051769257E-1
3.860842499E-1,-4.728346169E-1,6.813492179E-1,5.768770576E-1
3.960782499E-1,-6.140649915E-1,6.288481951E-1,5.773247480E-1
4.060722500E-1,-7.173615098E-1,5.621232986E-1,6.230870485E-1
4.160652499E-1,-7.788552642E-1,5.618572831E-1,6.766136885E-1
4.260592499E-1,-8.055170774E-1,4.522246122E-1,6.749324799E-1
4.360532500E-1,-7.498742938E-1,2.165292650E-1,5.850819945E-1
4.460472499E-1,-5.956962705E-1,-4.340550862E-3,4.237694442E-1
4.560412499E-1,-4.376813173E-1,-1.773996800E-1,2.801837623E-1
4.660352500E-1,-3.262189329E-1,-1.987749636E-1,1.587863117E-1
4.760292500E-1,-3.284157515E-1,-1.588696241E-1,5.107129738E-2
4.860222499E-1,-4.100140035E-1,-1.087351292E-1,-4.479137436E-2
4.960162500E-1,-4.923259020E-1,-5.437309295E-2,-9.695205092E-2
5.060102500E-1,-4.985324442E-1,1.242614090E-1,-6.352675706E-2
5.160042499E-1,-4.747211039E-1,2.942019999E-1,9.071283974E-3
