"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571354.353,"2021-11-10 20:09:14.353 UTC+01:00"
"PAUSE",1.505299489E1,1636571369.406,"2021-11-10 20:09:29.406 UTC+01:00"
