"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.642916515E-4,-4.845423889E-1,2.442171478E0,9.466614075E0
1.032729162E-2,-5.150788879E-1,2.451452179E0,9.492061157E0
2.039029164E-2,-5.983058167E-1,2.557132416E0,9.390422516E0
3.045329166E-2,-5.581892395E-1,2.531535645E0,9.312883759E0
4.051629163E-2,-4.599934387E-1,2.414179688E0,9.283993835E0
5.057929165E-2,-4.146377563E-1,2.301464081E0,9.304052124E0
6.064129167E-2,-3.841012573E-1,2.247725830E0,9.360035706E0
7.070429163E-2,-3.833528137E-1,2.255359955E0,9.314380646E0
8.076729166E-2,-4.429289246E-1,2.237696686E0,9.285191345E0
9.083029162E-2,-5.116360474E-1,2.216440887E0,9.196875000E0
1.008932916E-1,-7.849676514E-1,2.066153412E0,9.241482239E0
1.109562917E-1,-9.611512756E-1,2.032024384E0,9.301208038E0
1.210192916E-1,-1.266815643E0,2.056124268E0,9.318122864E0
1.310812916E-1,-1.225052490E0,2.087708588E0,9.212143250E0
1.411442916E-1,-8.041278076E-1,1.971699829E0,8.849297791E0
1.512072916E-1,-8.909472656E-1,1.742825775E0,8.664132843E0
1.612702917E-1,-1.504371643E0,1.283431091E0,8.633147278E0
1.713332916E-1,-1.680854645E0,1.208437042E0,8.503816223E0
1.813962916E-1,-1.501377869E0,6.478527832E-1,8.378227386E0
1.914592916E-1,-9.882449341E-1,4.457730103E-1,8.840765533E0
2.015212916E-1,-1.117426300E0,4.261637878E-1,8.472830658E0
2.115842917E-1,-1.409169617E0,9.445358276E-1,8.288114777E0
2.216472916E-1,-1.900298309E0,1.637295227E0,8.058043213E0
2.317102916E-1,-2.818339233E0,1.979034576E0,7.141349487E0
2.417732917E-1,-3.631148987E0,1.949246521E0,6.382577362E0
2.518362916E-1,-3.889661407E0,1.925446014E0,6.895261230E0
2.618992917E-1,-4.123774567E0,1.491498413E0,6.928342438E0
2.719612916E-1,-4.650828552E0,8.029302979E-1,6.766828308E0
2.820242916E-1,-4.760550385E0,3.333567810E-1,6.706803131E0
2.920872917E-1,-4.356690216E0,-1.460961914E-1,6.455026703E0
3.021502916E-1,-4.270020447E0,-7.379653931E-1,6.018983459E0
3.122132916E-1,-4.425247650E0,-1.250798950E0,5.683081970E0
3.222762916E-1,-4.515509949E0,-1.519041138E0,5.535937958E0
3.323392916E-1,-4.862039337E0,-1.354533234E0,5.269641724E0
3.424022917E-1,-5.604794769E0,-1.465153198E0,5.111570435E0
3.524642916E-1,-5.884862366E0,-2.021695862E0,5.158423004E0
3.625272916E-1,-5.647156677E0,-2.611170044E0,5.003195801E0
3.725902917E-1,-5.682483215E0,-2.983595581E0,4.917274475E0
3.826532916E-1,-5.593717804E0,-3.423979797E0,4.886288910E0
