"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.239879167E-2,-6.386467218E-1,-6.178395748E-1,-2.370849103E-1
2.241979167E-2,-7.087363601E-1,-6.203040481E-1,-1.626876295E-1
3.244079166E-2,-7.551551461E-1,-6.121966243E-1,-1.172561795E-1
4.246179166E-2,-7.741352320E-1,-5.815814734E-1,-1.221968755E-1
5.248279165E-2,-7.709130645E-1,-5.472426414E-1,-1.796442717E-1
6.250379165E-2,-7.256587744E-1,-5.732023120E-1,-2.698327601E-1
7.252479164E-2,-6.067180037E-1,-5.921772718E-1,-3.683208823E-1
8.254579164E-2,-4.111152291E-1,-5.546583533E-1,-4.195931256E-1
9.256679163E-2,-2.155729979E-1,-5.114472508E-1,-3.863312900E-1
1.025877917E-1,-7.841353118E-2,-4.971790910E-1,-2.661830485E-1
1.126087917E-1,5.315464921E-3,-4.775570929E-1,-8.540672809E-2
1.226297917E-1,3.873281181E-2,-4.211209714E-1,8.146347851E-2
1.326507917E-1,4.675485194E-2,-3.629578352E-1,1.804123223E-1
1.426717917E-1,4.751012474E-2,-3.133322299E-1,1.663409919E-1
1.526927917E-1,3.630308807E-2,-2.615651190E-1,5.426532030E-2
1.627163333E-1,1.338126138E-2,-2.322711498E-1,-9.299550205E-2
1.727373333E-1,3.836669028E-3,-2.205059975E-1,-2.007726878E-1
1.827573333E-1,-1.091058552E-2,-2.173956931E-1,-2.534420192E-1
1.927783333E-1,-1.214876864E-2,-2.498386502E-1,-2.529687881E-1
2.027993333E-1,-4.750676453E-4,-3.158469498E-1,-2.004062533E-1
2.128203333E-1,1.725950092E-2,-3.768729866E-1,-1.302624047E-1
2.228413333E-1,2.968501113E-2,-4.158957601E-1,-6.087426469E-2
2.328623333E-1,3.321200609E-2,-4.443562329E-1,-1.590131968E-2
2.428833333E-1,1.808791608E-2,-4.717689455E-1,-1.970165037E-2
2.529043333E-1,-4.021186382E-2,-5.013047457E-1,-6.128653884E-2
2.629253333E-1,-1.612259001E-1,-5.285832286E-1,-1.403848231E-1
2.729463333E-1,-3.322681189E-1,-5.618357658E-1,-2.206349224E-1
2.829673333E-1,-4.962573349E-1,-6.444501877E-1,-2.791922688E-1
2.929883333E-1,-6.237404346E-1,-7.688355446E-1,-3.367503583E-1
3.030093333E-1,-6.990564466E-1,-9.357129335E-1,-4.006678164E-1
3.130303333E-1,-7.211627364E-1,-1.115243196E0,-4.512852430E-1
3.230513333E-1,-7.066757083E-1,-1.254474521E0,-4.790204465E-1
3.330723333E-1,-6.653971076E-1,-1.358538747E0,-4.939555824E-1
3.430933333E-1,-6.140339971E-1,-1.421339512E0,-5.164909959E-1
3.531143333E-1,-5.973259211E-1,-1.441961408E0,-6.045161486E-1
3.631353333E-1,-6.477310658E-1,-1.470979929E0,-7.516561151E-1
3.731563333E-1,-7.640694380E-1,-1.553723812E0,-8.990823627E-1
3.831773333E-1,-8.978379369E-1,-1.701344132E0,-1.000030518E0
3.931983333E-1,-9.919823408E-1,-1.841047883E0,-1.058901548E0
4.032193333E-1,-1.021146894E0,-1.921304107E0,-1.096646547E0
4.132403333E-1,-1.022425890E0,-1.948496938E0,-1.106693864E0
4.232613333E-1,-1.004700422E0,-2.039953470E0,-1.103629351E0
4.332823333E-1,-9.481169581E-1,-2.146706343E0,-1.087617874E0
4.433023333E-1,-8.105564117E-1,-2.152106762E0,-1.061153769E0
4.533233333E-1,-5.976636410E-1,-1.982757568E0,-1.036483526E0
4.633443333E-1,-3.480400145E-1,-1.747147202E0,-9.649275541E-1
4.733653333E-1,-1.577924788E-1,-1.480143070E0,-8.359734416E-1
4.833863333E-1,-4.786463827E-2,-1.053278923E0,-6.656136513E-1
4.934073333E-1,-8.319729567E-2,-7.915801406E-1,-4.212360978E-1
5.034283333E-1,-1.621216834E-1,-5.735462904E-1,-2.012169063E-1
5.134493333E-1,-2.125740945E-1,-2.041172832E-1,-2.668907121E-2
5.234703333E-1,-2.620657384E-1,-1.217976362E-1,1.090778187E-1
5.334913333E-1,-2.478097677E-1,-3.624668121E-1,1.640700996E-1
5.435123333E-1,-8.303411305E-2,-8.379521370E-1,7.807981968E-2
5.535333333E-1,2.297275811E-1,-1.119238019E0,-1.349742413E-1
5.635543333E-1,5.711440444E-1,-1.057575107E0,-3.642039597E-1
5.735753333E-1,8.765847683E-1,-8.918709755E-1,-5.835286379E-1
5.835963333E-1,1.107376695E0,-7.850539684E-1,-7.945522070E-1
5.936173333E-1,1.215781808E0,-6.590146422E-1,-9.412537813E-1
6.036383333E-1,1.187759757E0,-5.327808261E-1,-9.796014428E-1
6.136593333E-1,1.040005088E0,-4.858379364E-1,-9.175994992E-1
6.236803333E-1,8.308838010E-1,-4.587967396E-1,-7.759150863E-1
6.337013333E-1,6.299657226E-1,-4.301085770E-1,-6.175312400E-1
6.437223333E-1,4.787093103E-1,-4.278808534E-1,-4.849795699E-1
6.537433333E-1,4.269908667E-1,-4.302093089E-1,-4.127098620E-1
6.637643334E-1,4.373305738E-1,-3.920190334E-1,-4.294214845E-1
6.737853333E-1,4.081260264E-1,-3.633623421E-1,-4.844852984E-1
6.838063333E-1,2.671912909E-1,-3.836806417E-1,-4.927179217E-1
6.938273333E-1,2.344776131E-2,-3.705017269E-1,-4.340898693E-1
7.038483333E-1,-2.763051391E-1,-2.997332811E-1,-3.515409231E-1
7.138693333E-1,-5.700388551E-1,-2.343182117E-1,-2.843802273E-1
7.238893333E-1,-8.038340807E-1,-2.300654054E-1,-2.643024027E-1
7.339103333E-1,-9.502328038E-1,-3.090206683E-1,-3.337283432E-1
7.439313333E-1,-9.648093581E-1,-4.899774194E-1,-5.129891634E-1
7.539523333E-1,-8.537701368E-1,-7.059790492E-1,-7.538416982E-1
7.639733333E-1,-6.544157267E-1,-8.237009048E-1,-9.892675281E-1
7.739943333E-1,-4.704281688E-1,-8.032377362E-1,-1.169986486E0
7.840153333E-1,-3.875106573E-1,-7.309778929E-1,-1.254516482E0
7.940363333E-1,-4.384341240E-1,-6.537391543E-1,-1.265807152E0
8.040573333E-1,-5.853558779E-1,-5.616115928E-1,-1.243316770E0
8.140783333E-1,-7.590339780E-1,-4.835183322E-1,-1.205059290E0
8.240993333E-1,-9.155016541E-1,-4.705713689E-1,-1.189205289E0
8.341203333E-1,-1.015978694E0,-4.863430560E-1,-1.189525247E0
8.441413333E-1,-1.019364715E0,-4.616653919E-1,-1.214712381E0
8.541623333E-1,-8.977599740E-1,-4.245472550E-1,-1.291592836E0
8.641833333E-1,-6.974143386E-1,-3.725106716E-1,-1.393417001E0
8.742043333E-1,-4.683198333E-1,-2.602844238E-1,-1.456442237E0
8.842253333E-1,-2.751834095E-1,-9.766060859E-2,-1.448759079E0
8.942463333E-1,-1.955230683E-1,8.980693668E-2,-1.387886047E0
9.042673333E-1,-2.290820926E-1,1.711060554E-1,-1.279150724E0
9.142883333E-1,-3.094104230E-1,1.301502287E-1,-1.154978514E0
9.243093333E-1,-3.892096579E-1,3.673519008E-3,-1.102333665E0
9.343303333E-1,-4.443468750E-1,-1.884768903E-1,-1.104188442E0
9.443513333E-1,-5.070456266E-1,-4.117576480E-1,-1.162710071E0
9.543723333E-1,-5.637984872E-1,-5.837170482E-1,-1.245341897E0
9.643933333E-1,-5.306200385E-1,-4.989300370E-1,-1.286285877E0
9.744143334E-1,-4.030711651E-1,-4.367163181E-1,-1.327856421E0
9.844353333E-1,-2.339926660E-1,-3.163731396E-1,-1.337122917E0
9.944563333E-1,-1.037556827E-1,-2.526182234E-1,-1.304514289E0
1.004477333E0,-4.703941196E-2,-2.922383249E-1,-1.259485602E0
1.014498333E0,-1.434431411E-2,-2.366219312E-1,-1.132404804E0
1.024518333E0,3.705815971E-2,-9.730345756E-2,-9.838329554E-1
1.034539333E0,9.003717452E-2,-2.113627456E-2,-8.876832128E-1
1.044560333E0,1.536379755E-1,-2.026994899E-2,-8.447559476E-1
1.054581333E0,2.573080957E-1,-8.333534747E-2,-8.176271319E-1
1.064602333E0,4.319749773E-1,-2.064125538E-1,-8.182926178E-1
1.074623333E0,6.193339229E-1,-3.885048926E-1,-8.566153049E-1
1.084644333E0,7.335302830E-1,-6.416106224E-1,-9.372233152E-1
1.094665333E0,6.279702783E-1,-9.820508361E-1,-1.006772399E0
1.104686333E0,4.077204168E-1,-9.633458853E-1,-9.948337674E-1
1.114707333E0,1.720633954E-1,-6.343569756E-1,-9.124056697E-1
1.124728333E0,-4.342201725E-2,-2.333978117E-1,-8.385751247E-1
1.134749333E0,-1.678018570E-1,4.051667079E-2,-8.135259151E-1
1.144770333E0,-1.719601154E-1,1.033222675E-1,-7.883092761E-1
1.154791333E0,-9.211480618E-2,-1.813898794E-2,-6.834154129E-1
1.164809417E0,4.847560450E-2,-7.484967262E-2,-5.286119580E-1
1.174830417E0,1.199160665E-1,-1.245696768E-1,-3.875014782E-1
1.184851417E0,2.741862461E-2,-1.176073700E-1,-3.081933558E-1
1.194872417E0,-1.326571107E-1,-8.992334828E-3,-3.091270626E-1
1.204893417E0,-2.968942821E-1,1.103087589E-1,-3.195016682E-1
1.214914417E0,-4.108838439E-1,2.293929607E-1,-2.922342718E-1
1.224935417E0,-4.627355933E-1,3.127959669E-1,-2.362210602E-1
1.234956417E0,-4.475777447E-1,3.451748192E-1,-1.713485271E-1
1.244977417E0,-3.751403093E-1,3.234322369E-1,-1.010085791E-1
1.254998417E0,-2.867112756E-1,2.610182166E-1,-3.014275059E-2
1.265019417E0,-2.135838121E-1,1.789795309E-1,4.527530819E-2
1.275040417E0,-1.741341352E-1,1.162378415E-1,1.027187333E-1
1.285061417E0,-1.742148250E-1,1.102268174E-1,1.217054725E-1
1.295082417E0,-2.008640170E-1,1.686254144E-1,1.230626181E-1
1.305103417E0,-2.249991745E-1,2.107888460E-1,1.253026128E-1
1.315124417E0,-2.250343263E-1,1.747179329E-1,1.275737584E-1
1.325145417E0,-1.729508936E-1,1.080970913E-1,1.244772896E-1
1.335165417E0,-7.566757500E-2,4.770453274E-2,1.240907386E-1
1.345186417E0,4.005876184E-2,-8.450083435E-3,1.306525171E-1
1.355207417E0,1.111549735E-1,-6.826943159E-2,1.292475313E-1
1.365228417E0,9.466867894E-2,-1.082389504E-1,1.151679307E-1
1.375249417E0,2.272927202E-2,-6.798614562E-2,1.092882752E-1
1.385270417E0,-8.317825198E-2,3.034095652E-2,1.115668789E-1
1.395291417E0,-2.186783552E-1,1.136670485E-1,1.064840779E-1
1.405312417E0,-3.376777172E-1,1.577474177E-1,1.018448472E-1
1.415333417E0,-4.135064185E-1,1.837898940E-1,9.676313400E-2
1.425354417E0,-4.191547036E-1,1.921655387E-1,8.373121917E-2
1.435375417E0,-3.625642061E-1,1.587187201E-1,6.105144322E-2
1.445396417E0,-2.554087639E-1,9.051623195E-2,4.220878333E-2
1.455417417E0,-1.215914413E-1,3.127297014E-2,2.904994041E-2
1.465438417E0,-1.224577613E-2,-2.273274213E-2,1.556609012E-2
1.475459417E0,5.712777749E-2,-7.101961970E-2,-1.664707623E-2
1.485480417E0,8.689659089E-2,-5.360973626E-2,-4.600922763E-2
1.495501417E0,7.032543421E-2,6.291561760E-3,-6.935505569E-2
1.505522417E0,2.642828971E-2,9.228769690E-2,-8.416596055E-2
1.515543417E0,-3.470747918E-2,1.632177234E-1,-9.175014496E-2
1.525564417E0,-8.786284178E-2,1.875094920E-1,-8.935862780E-2
1.535585417E0,-1.106467694E-1,1.733618528E-1,-7.828034461E-2
1.545606417E0,-9.796692431E-2,1.680608243E-1,-5.344690382E-2
1.555627417E0,-6.870368123E-2,1.474949419E-1,-1.797436550E-2
1.565648417E0,-2.768327668E-2,1.123135164E-1,2.111844160E-2
1.575669417E0,1.941399649E-2,4.963172227E-2,3.795138001E-2
1.585690417E0,6.482009590E-2,5.659069866E-4,3.235448152E-2
1.595711417E0,1.123597324E-1,-9.840440005E-3,2.607154846E-2
1.605732417E0,1.596529335E-1,4.579326138E-2,4.455469083E-3
1.615753417E0,1.863912642E-1,1.360948682E-1,-3.209490096E-3
1.625774417E0,1.921199858E-1,2.066446692E-1,3.719287924E-4
1.635795417E0,1.834979057E-1,2.134122550E-1,2.036549151E-2
1.645816417E0,1.653346121E-1,1.857156456E-1,3.862838447E-2
1.655837417E0,1.473407447E-1,1.463268101E-1,4.398697615E-2
1.665858417E0,1.219166219E-1,1.062299982E-1,3.035745025E-2
1.675878417E0,1.012497544E-1,1.077233553E-1,1.662170887E-2
1.685899417E0,8.545081317E-2,1.307993829E-1,-6.438307464E-4
1.695920417E0,6.220539287E-2,1.332013458E-1,-2.557951026E-2
1.705941417E0,3.117024526E-2,1.187835261E-1,-5.156690255E-2
1.715962417E0,-3.832405433E-3,1.103782803E-1,-6.429708004E-2
1.725983417E0,-3.342571855E-2,1.212157533E-1,-6.544810534E-2
1.736004417E0,-4.447224364E-2,1.357211918E-1,-5.177836120E-2
1.746025417E0,-3.418605030E-2,1.231750399E-1,-3.478845954E-2
1.756046417E0,-6.337627769E-3,1.013377458E-1,-2.148478478E-2
1.766067417E0,2.580752596E-2,4.573999718E-2,-9.881658480E-3
1.776088417E0,4.247926548E-2,-2.844975516E-2,-7.941374788E-4
1.786109417E0,4.669557884E-2,-6.988001615E-2,4.138569348E-3
1.796130417E0,2.434089407E-2,-7.765111327E-2,-2.890036209E-3
1.806151417E0,-2.001857944E-2,-5.850111693E-2,-9.461918846E-3
1.816172417E0,-6.577944756E-2,-3.177782521E-2,-1.597101986E-2
1.826193417E0,-1.047039330E-1,5.260622129E-3,-1.499443874E-2
1.836214417E0,-1.173641682E-1,4.471103847E-2,-1.430426352E-2
1.846235417E0,-9.720216691E-2,5.711098388E-2,-6.162979640E-3
1.856256417E0,-4.801418260E-2,5.008773506E-2,7.743617985E-3
1.866277417E0,1.040518284E-2,3.133029491E-2,3.149288893E-2
1.876298417E0,5.803481489E-2,5.951826461E-3,4.527292773E-2
1.886319417E0,8.659534901E-2,-2.482606098E-2,5.106183887E-2
1.896340417E0,9.342131019E-2,-1.961308904E-2,4.499154910E-2
1.906361417E0,6.976844370E-2,1.856225915E-2,3.240651637E-2
1.916382417E0,2.362811938E-2,4.810203984E-2,7.048789412E-4
1.926403417E0,-1.554990839E-2,5.132499710E-2,-3.062747791E-2
1.936424417E0,-3.192416579E-2,6.628800929E-2,-5.138068646E-2
1.946445417E0,-1.530364156E-2,6.669254601E-2,-5.493067950E-2
1.956466417E0,2.662568726E-2,4.598397389E-2,-4.826011509E-2
1.966487417E0,7.895653695E-2,2.322699502E-2,-3.793823346E-2
1.976508417E0,1.240784451E-1,7.869413123E-3,-2.819982544E-2
1.986529417E0,1.474183947E-1,1.680431888E-2,-3.116871789E-2
1.996550417E0,1.396607310E-1,5.562300980E-2,-4.824974388E-2
2.006571417E0,1.124461591E-1,1.149960533E-1,-6.906500459E-2
2.016592417E0,7.120248675E-2,1.545542330E-1,-9.789359570E-2
2.026613417E0,3.448601812E-2,1.549611688E-1,-1.344167143E-1
2.036634417E0,1.258394867E-2,1.246053055E-1,-1.663745791E-1
2.046655417E0,6.846433971E-3,7.662606239E-2,-1.782533377E-1
2.056675417E0,1.202623826E-2,1.390246954E-2,-1.812133640E-1
2.066696417E0,7.136408240E-3,-3.768535703E-2,-1.816930026E-1
2.076717417E0,-4.338533618E-3,-6.333580613E-2,-1.816630661E-1
2.086738417E0,-4.248005897E-2,-5.852373689E-2,-1.843549907E-1
2.096759417E0,-9.713194519E-2,-3.582034633E-2,-1.986067295E-1
2.106780417E0,-1.573819667E-1,8.702380583E-3,-2.206673026E-1
2.116801417E0,-2.005695552E-1,7.061623782E-2,-2.383691072E-1
2.126822417E0,-2.129953206E-1,1.461061984E-1,-2.503530681E-1
2.136843417E0,-1.914226860E-1,2.152179480E-1,-2.397366017E-1
2.146864417E0,-1.389317811E-1,2.335165292E-1,-2.054556012E-1
2.156885417E0,-6.189975888E-2,2.034267187E-1,-1.679327041E-1
2.166906042E0,3.306963295E-2,1.303921789E-1,-1.374179274E-1
