"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.989583310E-3,-2.655328217E0,2.045795746E0,9.064550171E0
1.196258335E-2,-2.672991486E0,1.921554108E0,8.947792969E0
2.193558333E-2,-2.805765381E0,2.038011932E0,8.880133667E0
3.190858336E-2,-2.639910278E0,2.127675476E0,9.201814728E0
4.188158334E-2,-2.437980194E0,1.964215393E0,9.521699524E0
5.185458332E-2,-2.514022064E0,1.930834808E0,9.380543060E0
6.182758335E-2,-2.417921906E0,1.979633331E0,8.967851257E0
7.180058333E-2,-2.350561981E0,1.950144653E0,8.564889221E0
8.177358331E-2,-2.483036499E0,2.043251038E0,8.460406494E0
9.174658335E-2,-2.294728088E0,2.012415161E0,8.641080780E0
1.017195833E-1,-2.331850891E0,1.852098541E0,8.729696503E0
1.116925833E-1,-2.330803070E0,1.834584961E0,8.785530396E0
1.216655833E-1,-2.211351471E0,1.672172699E0,8.941356354E0
1.316385833E-1,-2.159409485E0,1.376387787E0,9.293424225E0
1.416115834E-1,-2.352208557E0,1.173110504E0,9.824070740E0
1.515845833E-1,-2.467019806E0,1.154848480E0,1.018332367E1
1.615575833E-1,-2.514022064E0,1.191821594E0,1.030786469E1
1.715305833E-1,-2.532583466E0,1.137783966E0,1.035441788E1
1.815035833E-1,-2.347568207E0,1.087488556E0,1.026026367E1
1.914765833E-1,-2.240091705E0,1.047222290E0,1.007524841E1
2.014495833E-1,-2.079326019E0,9.502239990E-1,9.902807007E0
2.114225833E-1,-1.842817841E0,8.451425171E-1,9.673932953E0
2.213955834E-1,-1.724114685E0,7.840695190E-1,9.511371002E0
2.313685833E-1,-1.604812775E0,7.542814636E-1,9.390123138E0
2.413415833E-1,-1.543141022E0,6.477030945E-1,9.375154266E0
2.513145834E-1,-1.425036621E0,5.436694336E-1,9.315278778E0
2.612875833E-1,-1.290616150E0,5.102888489E-1,9.222771149E0
2.712605833E-1,-1.191821594E0,4.004173279E-1,9.229956207E0
2.812335833E-1,-1.015787659E0,1.844165039E-1,9.234297180E0
2.912065833E-1,-1.110839996E0,2.264790344E-1,9.242829437E0
3.011795834E-1,-1.210083618E0,3.191363525E-1,9.188642120E0
3.111525833E-1,-1.227297821E0,3.161425781E-1,9.043893127E0
3.211255833E-1,-1.309925995E0,2.234852600E-1,8.919651489E0
3.310985834E-1,-1.264869690E0,6.316864014E-2,8.811875610E0
3.410715833E-1,-1.267863464E0,-4.326004028E-2,8.776998138E0
3.510445833E-1,-1.370400238E0,-4.894821167E-2,8.727600861E0
3.610175833E-1,-1.512305145E0,1.047821045E-3,8.773704987E0
3.709905833E-1,-1.687291260E0,-9.984237671E-2,8.898994446E0
3.809625834E-1,-1.948947144E0,5.538482666E-3,8.512198792E0
3.909355833E-1,-2.293530579E0,1.772314453E-1,8.321046295E0
4.009085833E-1,-2.451901245E0,2.493814087E-1,8.461454315E0
4.108815833E-1,-2.871179352E0,2.022294617E-1,8.658444672E0
4.208545833E-1,-2.849773865E0,1.811233521E-2,9.012009430E0
4.308275834E-1,-2.663860474E0,-2.368075562E-1,9.059610443E0
4.408005833E-1,-2.395468597E0,-4.167333984E-1,8.927734680E0
4.507735833E-1,-2.344275055E0,-5.140310669E-1,9.032367096E0
4.607465834E-1,-2.551444244E0,-5.390290833E-1,9.295669556E0
4.707195833E-1,-2.584525452E0,-5.418731689E-1,9.522447968E0
4.806925833E-1,-2.403252411E0,-4.716691589E-1,9.510323181E0
4.906655833E-1,-2.139650574E0,-3.118016052E-1,9.438472595E0
