"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636389674684000E9,"2021-11-08 17:41:14.684 UTC+01:00"
"PAUSE",6.119497858337127E1,1.636389735878000E9,"2021-11-08 17:42:15.878 UTC+01:00"
