"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.936443900E-2,-1.721682847E-1,4.955996573E-1,-4.842815697E-1
7.185334600E-2,-1.700378209E-1,5.126433969E-1,-4.704335332E-1
7.434220000E-2,-1.615159512E-1,5.264914036E-1,-4.544550478E-1
7.683110600E-2,-1.529940963E-1,5.509917736E-1,-4.288894534E-1
7.931996000E-2,-1.423417628E-1,5.669702888E-1,-4.065195620E-1
8.180886600E-2,-1.359503716E-1,5.786878467E-1,-3.830844164E-1
8.429772100E-2,-1.284937263E-1,5.882749557E-1,-3.585840762E-1
8.678662700E-2,-1.231675670E-1,5.872097015E-1,-3.319532275E-1
8.927548100E-2,-1.210371032E-1,5.818835497E-1,-3.074528873E-1
9.156673100E-2,-1.263632625E-1,5.712311864E-1,-2.850829959E-1
9.405558500E-2,-1.263632625E-1,5.552527308E-1,-2.552564740E-1
9.654443900E-2,-1.338198930E-1,5.382089615E-1,-2.350170314E-1
9.903334600E-2,-1.434070021E-1,5.211652517E-1,-2.190385461E-1
1.015222000E-1,-1.529940963E-1,5.041215420E-1,-2.073209733E-1
1.040111060E-1,-1.615159512E-1,4.849473238E-1,-1.987991184E-1
1.064999600E-1,-1.732335240E-1,4.679036140E-1,-1.956034154E-1
1.089888660E-1,-1.828206182E-1,4.508598745E-1,-1.934729517E-1
1.114777210E-1,-1.924077123E-1,4.348813891E-1,-1.987991184E-1
1.139666270E-1,-2.019948065E-1,4.199681282E-1,-2.126471400E-1
1.164554810E-1,-2.051905096E-1,4.029243886E-1,-2.254299372E-1
1.189443870E-1,-2.073209733E-1,3.944025338E-1,-2.382127345E-1
1.214332410E-1,-2.073209733E-1,3.805544972E-1,-2.531259954E-1
1.236631890E-1,-2.019948065E-1,3.667064607E-1,-2.669740319E-1
1.261519910E-1,-1.966686398E-1,3.571193814E-1,-2.797568142E-1
1.286408980E-1,-1.913424879E-1,3.475322723E-1,-2.893439233E-1
1.311297520E-1,-1.838858575E-1,3.379451632E-1,-3.010614812E-1
1.336186580E-1,-1.764292270E-1,3.294233084E-1,-3.117138147E-1
1.361075120E-1,-1.668421179E-1,3.177057505E-1,-3.181052208E-1
1.385964180E-1,-1.583202630E-1,3.059881926E-1,-3.234313726E-1
1.410852730E-1,-1.508636326E-1,2.995967865E-1,-3.298227787E-1
1.435741790E-1,-1.412765235E-1,2.921401560E-1,-3.351489305E-1
1.460630330E-1,-1.316894293E-1,2.825530469E-1,-3.415403366E-1
1.485519390E-1,-1.231675670E-1,2.697702646E-1,-3.500621915E-1
1.510407930E-1,-1.114500016E-1,2.580527067E-1,-3.585840762E-1
