"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636386976520179E9,"2021-11-08 16:56:16.520 UTC+01:00"
"PAUSE",5.123551433323882E1,1.636387027755927E9,"2021-11-08 16:57:07.756 UTC+01:00"
