"event","experiment time","system time","system time text"
"START",0.000000000E0,1636298262.390,"2021-11-07 16:17:42.390 UTC+01:00"
"PAUSE",6.096824731E1,1636298323.358,"2021-11-07 16:18:43.358 UTC+01:00"
