"event","experiment time","system time","system time text"
"START",0.000000000E0,1636142297.685,"2021-11-05 20:58:17.685 UTC+01:00"
"PAUSE",5.900801102E1,1636142356.693,"2021-11-05 20:59:16.693 UTC+01:00"
