Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.009633359,-4.079719543,10.28549004,-3.581725836
0.029623984,-5.046977043,11.37724686,-4.50109911
0.049616172,-6.828263283,18.42577553,-6.703764915
0.069636484,-5.631162167,12.50730991,-4.912901878
0.089627109,-2.738966703,12.58392429,-1.235408068
0.109617734,-1.877054095,14.863204,-4.46279192
0.129641172,-1.22583127,12.52646351,-4.912901878
0.149631797,-2.221819162,10.40041256,-4.280832767
0.169622422,-1.091755986,7.220912457,-2.126051188
0.189614609,-1.359906554,4.654327869,-1.043871999
0.209636484,-2.643198729,4.817133904,-1.503558636
0.229627109,-3.284844637,5.35343504,-2.614468336
0.249617734,-2.336740971,6.081272125,-2.52827692
0.269639609,-1.905784607,5.98550415,-2.604891539
0.289631797,-1.426944256,4.740519524,-2.279279947
0.309622422,-1.982398987,4.031835556,-2.461239338
0.329613047,-2.480392933,4.098873138,-2.11647439
0.349634922,-2.087743998,4.807557106,-2.355894566
0.369625547,-1.915361404,6.550535679,-3.428496838
0.389616172,-2.384624958,9.643844604,-5.085284233
0.409639609,-2.633621931,9.500192642,-5.956773758
0.429630234,-3.189076662,8.236053467,-4.922478676
0.449620859,-3.897760391,8.58081913,-4.932055473
0.469611484,-5.324704647,9.43315506,-5.669469833
0.489633359,-2.52827692,7.747636795,-5.573701382
0.509625547,-1.666364431,5.631162167,-4.367023945
0.529616172,-2.078166962,2.643198729,-3.08373189
0.549639609,-3.294421434,0.909796655,-2.279279947
0.569630234,-6.818686485,6.694188118,-2.815581083
0.589619297,-10.56321812,17.51597977,-4.548983097
0.609611484,-11.11867237,25.55092049,1.59932673
0.629633359,-3.974374771,19.26853561,0.488417149
0.649623984,-7.469909191,12.75630665,-3.993528366
0.669639609,-7.642292023,11.60709,-3.888183594
0.689638047,-9.346963882,9.165003777,-3.878606796
0.709628672,-8.236053467,9.969455719,-1.628057122
0.729620859,-5.190629482,10.28549004,0.191536129
0.749642734,-3.45722723,9.662998199,-1.177947283
0.769633359,-1.714248419,8.140285492,-2.221819162
0.789622422,-1.618480325,6.655880928,-2.48996973
0.809614609,-1.991975784,5.477933407,-2.633621931
0.829636484,-2.15478158,4.970362663,-2.068590164
0.849627109,-2.346317768,4.57771349,-1.905784607
0.869619297,-2.796427488,4.903325081,-2.23139596
