"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571663.635,"2021-11-10 20:14:23.635 UTC+01:00"
"PAUSE",1.504754572E1,1636571678.683,"2021-11-10 20:14:38.683 UTC+01:00"
