"event","experiment time","system time","system time text"
"START",0.000000000E0,1636361506.340,"2021-11-08 14:21:46.340 UTC+05:30"
"PAUSE",3.003674617E1,1636361536.377,"2021-11-08 14:22:16.377 UTC+05:30"
