"event","experiment time","system time","system time text"
"START",0.000000000E0,1636570900.365,"2021-11-10 20:01:40.365 UTC+01:00"
"PAUSE",4.502549047E1,1636570945.390,"2021-11-10 20:02:25.390 UTC+01:00"
