"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394657.174,"2021-11-08 19:04:17.174 UTC+01:00"
"PAUSE",3.470082452E1,1636394691.875,"2021-11-08 19:04:51.875 UTC+01:00"
