"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636394758453475E9,"2021-11-08 19:05:58.453 UTC+01:00"
"PAUSE",2.821214033337310E1,1.636394786665802E9,"2021-11-08 19:06:26.666 UTC+01:00"
