"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636386657667870E9,"2021-11-08 16:50:57.668 UTC+01:00"
"PAUSE",5.307403458328918E1,1.636386710742147E9,"2021-11-08 16:51:50.742 UTC+01:00"
