"event","experiment time","system time","system time text"
"START",0.000000000E0,1636037625.296,"2021-11-04 15:53:45.296 UTC+01:00"
"PAUSE",6.912956825E1,1636037694.426,"2021-11-04 15:54:54.426 UTC+01:00"
