"event","experiment time","system time","system time text"
"START",0.000000000E0,1636141865.292,"2021-11-05 20:51:05.292 UTC+01:00"
"PAUSE",6.195171607E1,1636141927.244,"2021-11-05 20:52:07.244 UTC+01:00"
