"event","experiment time","system time","system time text"
"START",0.000000000E0,1636560001.237,"2021-11-10 17:00:01.237 UTC+01:00"
"PAUSE",4.504779556E1,1636560046.285,"2021-11-10 17:00:46.285 UTC+01:00"
