"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.100533980E-1,-1.698155403E-1,-1.531699449E-1,8.089144826E-1
1.124808980E-1,-1.747023165E-1,-1.898207814E-1,8.370134830E-1
1.149082940E-1,-1.881409585E-1,-2.142546773E-1,8.577822447E-1
1.173356370E-1,-2.052446753E-1,-2.362451702E-1,8.761076927E-1
1.197629290E-1,-2.272351831E-1,-2.472404242E-1,8.907679915E-1
1.221901690E-1,-2.492256761E-1,-2.521272004E-1,9.017632604E-1
1.246173040E-1,-2.724378705E-1,-2.557922900E-1,9.090934396E-1
1.270443870E-1,-2.944283783E-1,-2.533488870E-1,9.164236188E-1
1.294714710E-1,-3.213056624E-1,-2.435753495E-1,9.225320816E-1
1.318985020E-1,-3.408527672E-1,-2.362451702E-1,9.261971712E-1
1.343254290E-1,-3.579564989E-1,-2.252499312E-1,9.323056340E-1
1.367523040E-1,-3.738385141E-1,-2.154763639E-1,9.371923804E-1
1.391791790E-1,-3.884988427E-1,-2.008160353E-1,9.408574700E-1
1.416060020E-1,-3.994941115E-1,-1.885990947E-1,9.457442760E-1
1.440078250E-1,-4.092676640E-1,-1.714953631E-1,9.506310225E-1
1.463857940E-1,-4.190412164E-1,-1.531699449E-1,9.555178285E-1
1.487644910E-1,-4.300364852E-1,-1.336228400E-1,9.579612017E-1
1.511424600E-1,-4.373666346E-1,-1.165191159E-1,9.579612017E-1
1.535197000E-1,-4.483618736E-1,-1.030804738E-1,9.542961121E-1
1.558976160E-1,-4.593571424E-1,-8.842013776E-2,9.506310225E-1
1.582763660E-1,-4.703523815E-1,-6.765133142E-2,9.457442760E-1
1.606543350E-1,-4.764608741E-1,-4.932591692E-2,9.408574700E-1
1.630315230E-1,-4.837910235E-1,-3.344388679E-2,9.323056340E-1
1.654094910E-1,-4.911212027E-1,-2.733541466E-2,9.249754548E-1
1.677882410E-1,-4.947862923E-1,-2.244863659E-2,9.152019024E-1
1.701662100E-1,-4.996730685E-1,-1.267508045E-2,9.078717232E-1
1.725433980E-1,-5.008947253E-1,-6.566607859E-3,9.029849768E-1
1.749213660E-1,-5.045598149E-1,-5.344913341E-3,8.968765140E-1
1.773001160E-1,-5.094466209E-1,-4.123218823E-3,8.919897079E-1
1.796780850E-1,-5.131117105E-1,-4.123218823E-3,8.895463347E-1
1.820552730E-1,-5.192201734E-1,-1.145338640E-2,8.895463347E-1
1.844332410E-1,-5.228852630E-1,-2.977880463E-2,8.907679915E-1
1.868119910E-1,-5.314370990E-1,-4.077405483E-2,8.968765140E-1
1.891899600E-1,-5.399889946E-1,-5.299099907E-2,9.054283500E-1
1.915671480E-1,-5.497625470E-1,-7.375980914E-2,9.152019024E-1
1.939451160E-1,-5.644228458E-1,-9.819369763E-2,9.310839176E-1
1.963238660E-1,-5.827482939E-1,-1.262926757E-1,9.506310225E-1
1.987018350E-1,-6.022953987E-1,-1.531699449E-1,9.738432169E-1
2.010790230E-1,-6.255075932E-1,-1.824906170E-1,9.994988441E-1
2.034569910E-1,-6.511631608E-1,-2.191414535E-1,1.030041218E0
2.058357410E-1,-6.792621613E-1,-2.533488870E-1,1.060583591E0
