"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572841.978,"2021-11-10 20:34:01.978 UTC+01:00"
"PAUSE",4.502267054E1,1636572887.001,"2021-11-10 20:34:47.001 UTC+01:00"
