"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.756333339E-3,-1.956880646E0,7.890691223E0,5.619164886E0
1.174333334E-2,-1.364712067E0,8.008047180E0,5.766757965E0
2.172933333E-2,-1.656754761E0,7.885302429E0,5.462440796E0
3.171633332E-2,-1.653611298E0,7.821834412E0,5.355413361E0
4.170233334E-2,-1.384770355E0,7.846083984E0,5.599256287E0
5.168933334E-2,-1.459315338E0,7.780819702E0,5.667664032E0
6.167633334E-2,-1.625469818E0,7.856113129E0,5.238057404E0
7.166233333E-2,-1.707648926E0,7.764503632E0,4.782404938E0
8.164933333E-2,-1.834584961E0,7.662864990E0,4.691244507E0
9.163533335E-2,-1.925895081E0,7.823780365E0,4.592300262E0
1.016223333E-1,-1.855242004E0,7.820936279E0,4.605622559E0
1.116083333E-1,-1.669777679E0,7.650291138E0,4.701573029E0
1.215953333E-1,-1.624871063E0,7.555987244E0,4.876259766E0
1.315813333E-1,-1.666634216E0,7.620353394E0,5.219645691E0
1.415683333E-1,-1.750908966E0,7.509434052E0,5.479804688E0
1.515553333E-1,-1.927541656E0,7.308402100E0,5.654790802E0
1.615413333E-1,-2.064057770E0,7.277266846E0,5.760171661E0
1.715283333E-1,-2.289039917E0,7.419770508E0,5.819598083E0
1.815143333E-1,-2.828218689E0,7.749983826E0,5.671406250E0
1.915013333E-1,-3.312910767E0,7.978408813E0,5.482499084E0
2.014873333E-1,-3.304977264E0,7.936046906E0,5.871091003E0
2.114743333E-1,-3.058439941E0,7.837252350E0,6.248905334E0
2.214603333E-1,-2.854563904E0,7.718848572E0,6.108497314E0
2.314473333E-1,-2.543959808E0,7.576793976E0,5.739065552E0
2.414333333E-1,-2.096390533E0,7.347770233E0,5.447022858E0
2.514196667E-1,-1.442699890E0,6.971153412E0,5.528902588E0
2.614056667E-1,-8.872050476E-1,6.986271973E0,5.829327850E0
2.713926667E-1,-1.090781708E0,7.318730621E0,5.771997070E0
2.813796667E-1,-1.418899384E0,7.537276154E0,5.755381622E0
2.913656667E-1,-1.767075348E0,7.720495148E0,5.559439087E0
3.013526667E-1,-2.148482208E0,7.783364410E0,4.878056030E0
3.113386667E-1,-2.558778992E0,7.654033356E0,4.732109528E0
3.213256667E-1,-3.035687256E0,7.467072144E0,5.152136078E0
3.313116667E-1,-3.433110809E0,7.460336151E0,5.384602661E0
3.412986667E-1,-3.806584167E0,7.458240509E0,5.540129242E0
3.512846667E-1,-4.098926239E0,7.258406067E0,5.600304108E0
3.612716667E-1,-4.195625153E0,7.385641479E0,5.156027985E0
3.712576667E-1,-4.105811920E0,7.865244141E0,4.420457611E0
3.812446667E-1,-3.984414368E0,8.046367493E0,4.161795502E0
3.912316667E-1,-3.962559814E0,7.787256317E0,4.382286987E0
4.012176667E-1,-4.043092346E0,7.447612610E0,4.676575012E0
4.112046667E-1,-3.994293823E0,7.367080078E0,4.476291504E0
4.211906667E-1,-3.888014832E0,7.468119965E0,4.429588623E0
4.311776667E-1,-3.833228760E0,7.504045258E0,4.707859955E0
4.411636667E-1,-3.958518219E0,7.568112030E0,5.050497437E0
4.511506667E-1,-4.392615509E0,7.644902344E0,5.367987213E0
4.611366667E-1,-4.747078400E0,7.723937988E0,5.302722931E0
4.711236667E-1,-4.853207703E0,7.550149384E0,4.704117737E0
4.811096667E-1,-4.819378052E0,7.381300507E0,3.899241486E0
4.910966667E-1,-4.387526093E0,7.335645447E0,3.222798157E0
5.010836667E-1,-4.018094330E0,7.115603027E0,2.981200562E0
5.110696667E-1,-3.895199890E0,6.873107300E0,3.175646210E0
5.210566667E-1,-3.723806305E0,6.680607605E0,3.556005249E0
5.310426667E-1,-3.318598938E0,6.505920868E0,3.854185181E0
5.410296667E-1,-3.258723450E0,6.648723907E0,3.899091797E0
5.510156667E-1,-2.786455536E0,6.670129395E0,3.113974457E0
5.610026667E-1,-2.621498566E0,6.252797241E0,2.316732330E0
5.709886667E-1,-2.929408264E0,6.000721436E0,1.705852661E0
5.809756667E-1,-3.894900513E0,6.281986542E0,1.232237549E0
5.909616667E-1,-5.198240204E0,6.471193085E0,1.014590149E0
6.009486667E-1,-5.974825287E0,6.511159973E0,1.444645844E0
6.109356667E-1,-5.654790802E0,6.193670197E0,2.252066803E0
6.209216667E-1,-4.892875214E0,5.780978394E0,3.119363251E0
6.309086667E-1,-4.643493805E0,5.533243561E0,3.735332336E0
6.408946667E-1,-5.117408295E0,5.421725464E0,3.384312286E0
6.508816667E-1,-5.555397491E0,5.715265045E0,2.217937775E0
6.608676667E-1,-5.608536987E0,6.314169617E0,1.102008362E0
6.708546667E-1,-5.561534729E0,6.898704071E0,2.848576355E-1
6.808406667E-1,-5.207371216E0,7.270231476E0,-6.080355835E-1
6.908276667E-1,-4.899461517E0,7.283553772E0,-1.066232758E0
7.008136667E-1,-5.121000824E0,7.255262604E0,-1.020727386E0
7.108006667E-1,-5.526058502E0,7.117848358E0,-9.231303406E-1
7.207876667E-1,-5.627547455E0,7.493866425E0,-8.542735291E-1
7.307736667E-1,-5.639821930E0,7.261699219E0,-6.379733276E-1
7.407606667E-1,-5.668113098E0,5.772745514E0,-3.568579102E-1
7.507466667E-1,-5.614374847E0,6.237528992E0,-1.113235016E0
7.607336667E-1,-5.736071777E0,7.126230927E0,-2.293530579E0
7.707196667E-1,-5.573659515E0,7.250472565E0,-2.956352234E0
7.807066667E-1,-5.478457489E0,7.434290314E0,-3.100951538E0
7.906926667E-1,-4.765789490E0,7.344028015E0,-3.548371124E0
8.006796667E-1,-4.796325989E0,7.320975952E0,-4.472549286E0
8.106656667E-1,-4.967120819E0,7.029382324E0,-5.666915588E0
8.206526667E-1,-4.150269470E0,6.992708588E0,-7.393574982E0
8.306396667E-1,-2.989583130E0,6.581813049E0,-1.003543121E1
8.406256667E-1,-2.320624237E0,6.747368774E0,-1.130793503E1
