"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482225216229E9,"2021-11-09 19:23:45.216 UTC+01:00"
"PAUSE",2.169803191674873E1,1.636482246914415E9,"2021-11-09 19:24:06.914 UTC+01:00"
